inic_edo,nom_edo,Nombre,UltimoGradoEstudios,TipoLegislacion,tipoEleccion,FechaNacimiento,estado,entidad,Reeleccion,Partido,PreparacionAcademica,,,,
jmf_veracruz,juanmartinezflores_veracruz,Juan Martinez Flores,Licenciatura,Diputado Propietario,Mayoria Relativa,03/04/1956,Veracruz,Distrito:16,SI,MORENA,Ciencias de la salud,,,,
jog_veracruz,juanortizguarneros_veracruz,Juan Ortiz Guarneros,Licenciatura,Diputado Propietario,Representacion proporcional,25/09/1953,Veracruz,Circunscripcion:3,SI,PRI,Ingeniería,,,,
jpsr_mexico,juanpablosanchezrodriguez_mexico,Juan Pablo Sanchez Rodriguez,Doctorado,Diputado Propietario,Mayoria Relativa,29/04/1979,Mexico,Distrito:20,SI,MORENA,Ciencias de la educación,,,,
jcl_mexico,juanacarrilloluna_mexico,Juana Carrillo Luna,Licenciatura,Diputada Propietario,Representacion proporcional,24/06/1963,Mexico,Circunscripcion:5,SI,MORENA,Ingeniería,,,,
jgm_morelos,juanitaguerramena_morelos,Juanita Guerra Mena,Maestría,Diputada Propietario,Mayoria Relativa,19/03/1983,Morelos,Distrito:3,SI,MORENA,Otra,,,,
jgz_michoacan,julietagarciazepeda_michoacan,Julieta Garcia Zepeda,Secundaria,Diputada Propietario,Representacion proporcional,20/03/1965,Michoacan,Circunscripcion:5,SI,MORENA,,,,,
jkvv_puebla,julietakristalvencesvalencia_puebla,Julieta Kristal Vences Valencia,Maestría,Diputada Propietario,Mayoria Relativa,24/10/1986,Puebla,Distrito:8,SI,MORENA,Derecho,,,,
jmr_ciudad de mexico,julietamaciasrabago_ciudad de mexico,Carmen Julieta Macias Rabago,Licenciatura,Diputada Propietario,Representacion proporcional,05/10/1971,Ciudad de Mexico,Circunscripcion:4,NO,MC,Comunicación,,,,
jca_veracruz,juliocarranzaareas_veracruz,Julio Carranza Areas,Pasante/Licenciatura trunca,Diputado Propietario,Representacion proporcional,14/03/1965,Veracruz,Circunscripcion:3,SI,MORENA,Ingeniería,,,,
jcam_hidalgo,juliocesarangelesmendoza_hidalgo,Julio Cesar Angeles Mendoza,Licenciatura,Diputado Propietario,Mayoria Relativa,24/10/1971,Hidalgo,Distrito:5,SI,MORENA,Ingeniería,,,,
jear_guanajuato,justinoeugenioarriagarojas_guanajuato,Justino Eugenio Arriaga Rojas,Maestría,Diputado Propietario,Mayoria Relativa,20/09/1979,Guanajuato,Distrito:8,SI,PAN,Derecho,,,,
kmgm_guanajuato,karenmichelgonzalezmarquez_guanajuato,Karen Michel Gonzalez Marquez,Licenciatura,Diputada Propietario,Mayoria Relativa,21/01/1988,Guanajuato,Distrito:7,SI,PAN,Económico-financiera,,,,
kyab_mexico,karlayuritzialmazanburgos_mexico,Karla Yuritzi Almazan Burgos,Licenciatura,Diputada Propietario,Mayoria Relativa,27/08/1974,Mexico,Distrito:38,SI,MORENA,Ciencias políticas y sociales,,,,
kacl_jalisco,katiaalejandracastillolozano_jalisco,Katia Alejandra Castillo Lozano,Técnico,Diputada Propietario,Representacion proporcional,20/10/1982,Jalisco,Circunscripcion:1,SI,MORENA,Otra,,,,
kake_jalisco,kehilaabigailkuescalante_jalisco,Kehila Abigail Ku Escalante,Maestría,Diputada Propietario,Mayoria Relativa,02/09/1985,Jalisco,Distrito:11,SI,MC,,,,,
larh_mexico,lauraangelicarojashernandez_mexico,Laura Angelica Rojas Hernandez,Maestría,Diputada Propietario,Representacion proporcional,26/12/1975,Mexico,Circunscripcion:5,SI,PAN,Ciencias políticas y sociales,,,,
lbf_mexico,laurabarrerafortoul_mexico,Laura Barrera Fortoul,Maestría,Diputada Propietario,Representacion proporcional,10/05/1976,Mexico,Circunscripcion:5,SI,PRI,Ciencias políticas y sociales,,,,
ledjgg_nuevo leon,lauraerikadejesusgarzagutierrez_nuevo leon,Laura Erika de Jesus Garza Gutierrez,Maestría,Diputada Propietario,Mayoria Relativa,19/08/1977,Nuevo Leon,Distrito:7,NO,PES,,,,,
lips_jalisco,lauraimeldaperezsegura_jalisco,Laura Imelda Perez Segura,Licenciatura,Diputada Propietario,Mayoria Relativa,30/05/1980,Jalisco,Distrito:16,SI,MORENA,,,,,
lmg_ciudad de mexico,lauramartinezgonzalez_ciudad de mexico,Laura Martinez Gonzalez,Preparatoria,Diputada Propietario,Representacion proporcional,15/01/1970,Ciudad de Mexico,Circunscripcion:4,SI,MORENA,,,,,
lpam_tabasco,laurapatriciaavalosmagana_tabasco,Laura Patricia Avalos Magaña,Licenciatura,Diputada Propietario,Mayoria Relativa,21/05/1974,Tabasco,Distrito:5,NO,MORENA,Derecho,,,,
lncc_san luis potosi,leninnelsoncamposcordova_san luis potosi,Lenin Nelson Campos Cordova,Licenciatura,Diputado Propietario,Representacion proporcional,08/08/1961,San Luis Potosi,Circunscripcion:2,SI,PRI,Derecho,,,,
laam_chiapas,leticiaarlettaguilarmolina_chiapas,Leticia Arlett Aguilar Molina,Pasante/Licenciatura trunca,Diputada Propietario,Mayoria Relativa,01/03/1958,Chiapas,Distrito:9,SI,MORENA,Comunicación,,,,
lda_ciudad de mexico,leticiadiazaguilar_ciudad de mexico,Leticia Diaz Aguilar,Pasante/Licenciatura trunca,Diputada Propietario,Representacion proporcional,20/03/1964,Ciudad de Mexico,Circunscripcion:4,SI,MORENA,Derecho,,,,
lmgo_mexico,leticiamarianagomezordaz_mexico,Leticia Mariana Gomez Ordaz,Maestría,Diputada Propietario,Representacion proporcional,06/03/1983,Mexico,Circunscripcion:5,SI,PVEM,Otra,,,,
lga_hidalgo,lidiagarciaanaya_hidalgo,Lidia Garcia Anaya,Maestría,Diputada Propietario,Mayoria Relativa,31/10/1957,Hidalgo,Distrito:6,SI,MORENA,Derecho,,,,
lnvh_san luis potosi,lidianallelyvargashernandez_san luis potosi,Lidia Nallely Vargas Hernandez,Técnico,Diputada Propietario,Representacion proporcional,03/08/1992,San Luis Potosi,Circunscripcion:2,SI,MORENA,,,,,
lvz_guanajuato,liliavillafuertezavala_guanajuato,Lilia Villafuerte Zavala,Maestría,Diputada Propietario,Mayoria Relativa,19/04/1963,Guanajuato,Distrito:10,SI,PVEM,Derecho,,,,
lml_baja california,lizbethmatalozano_baja california,Lizbeth Mata Lozano,Maestría,Diputada Propietario,Representacion proporcional,10/01/1984,Baja California,Circunscripcion:1,SI,PAN,Derecho,,,,
lagm_veracruz,lizethamayraniguerramendez_veracruz,Lizeth Amayrani Guerra Mendez,Pasante/Licenciatura trunca,Diputada Propietario,Representacion proporcional,18/01/1994,Veracruz,Circunscripcion:3,SI,MORENA,Administración y contaduría,,,,
lsg_puebla,lizethsanchezgarcia_puebla,Lizeth Sanchez Garcia,Licenciatura,Diputada Propietario,Mayoria Relativa,03/11/1976,Puebla,Distrito:5,NO,PT,,,,,
lcc_tlaxcala,lorenacuellarcisneros_tlaxcala,Lorena Cuellar Cisneros,Licenciatura,Diputada Propietario,Mayoria Relativa,20/02/1962,Tlaxcala,Distrito:3,NO,MORENA,,,,,
ldsja_jalisco,lorenadelsocorrojimenezandrade_jalisco,Lorena del Socorro Jimenez Andrade,Maestría,Diputada Propietario,Mayoria Relativa,21/10/1959,Jalisco,Distrito:5,SI,MORENA,Ciencias de la educación,,,,
livs_sonora,loreniaivethvallessampedro_sonora,Lorenia Iveth Valles Sampedro,Maestría,Diputada Propietario,Mayoria Relativa,18/12/1976,Sonora,Distrito:3,SI,MORENA,Ciencias políticas y sociales,,,,
lccg_jalisco,lourdesceleniacontrerasgonzalez_jalisco,Lourdes Celenia Contreras Gonzalez,Licenciatura,Diputada Propietario,Mayoria Relativa,29/12/1984,Jalisco,Distrito:13,SI,MC,,,,,
lesm_sinaloa,lourdeserikasanchezmartinez_sinaloa,Lourdes Erika Sanchez Martinez,Maestría,Diputada Propietario,Representacion proporcional,29/09/1980,Sinaloa,Circunscripcion:1,SI,PRI,,,,,
lfo_ciudad de mexico,luciafloresolivo_ciudad de mexico,Lucia Flores Olivo,Pasante/Licenciatura trunca,Diputada Propietario,Representacion proporcional,09/04/1965,Ciudad de Mexico,Circunscripcion:4,SI,MORENA,Administración y contaduría,,,,
lss_sinaloa,lucindasandovalsoberanes_sinaloa,Lucinda Sandoval Soberanes,Secundaria,Diputada Propietario,Representacion proporcional,18/02/1980,Sinaloa,Circunscripcion:1,SI,MORENA,,,,,
ldjj_ciudad de mexico,luciodejesusjimenez_ciudad de mexico,Lucio De Jesus Jimenez,Secundaria,Diputado Propietario,Representacion proporcional,15/12/1970,Ciudad de Mexico,Circunscripcion:4,SI,MORENA,,,,,
lepc_ciudad de mexico,lucioernestopalacioscordero_ciudad de mexico,Lucio Ernesto Palacios Cordero,Maestría,Diputado Propietario,Representacion proporcional,07/07/1977,Ciudad de Mexico,Circunscripcion:4,SI,MORENA,Ciencias políticas y sociales,,,,
lama_ciudad de mexico,luisalbertomendozaacevedo_ciudad de mexico,Luis Alberto Mendoza Acevedo,Pasante/Licenciatura trunca,Diputado Propietario,Mayoria Relativa,12/01/1980,Ciudad de Mexico,Distrito:15,SI,PAN,Ciencias políticas y sociales,,,,
lelcm_puebla,luiseleusisleonidascordovamoran_puebla,Luis Eleusis Leonidas Cordova Moran,Maestría,Diputado Propietario,Representacion proporcional,26/09/1949,Puebla,Circunscripcion:4,SI,PRI,Ciencias de la educación,,,,
lemv_mexico,luisenriquemartinezventura_mexico,Luis Enrique Martinez Ventura,Licenciatura,Diputado Propietario,Mayoria Relativa,19/08/1963,Mexico,Distrito:32,SI,PT,Arquitectura y diseño,,,,
lemn_mexico,luisenriquemirandanava_mexico,Luis Enrique Miranda Nava,Licenciatura,Diputado Propietario,Representacion proporcional,04/02/1965,Mexico,Circunscripcion:5,SI,PRI,Derecho,,,,
lfsf_coahuila,luisfernandosalazarfernandez_coahuila,Luis Fernando Salazar Fernandez,Maestría,Diputado Propietario,Mayoria Relativa,18/11/1977,Coahuila,Distrito:5,NO,MORENA,,,,,
ljas_quintana roo,luisjavieralegresalazar_quintana roo,Luis Javier Alegre Salazar,Licenciatura,Diputado Propietario,Representacion proporcional,04/02/1964,Quintana Roo,Circunscripcion:3,SI,MORENA,Ingeniería,,,,
lerm_ciudad de mexico,luzestefaniarosasmartinez_ciudad de mexico,Luz Estefania Rosas Martinez,Pasante/Licenciatura trunca,Diputada Propietario,Representacion proporcional,22/08/1995,Ciudad de Mexico,Circunscripcion:4,SI,MORENA,Comunicación,,,,
lebc_zacatecas,lyndianaelizabethbugarincortes_zacatecas,Lyndiana Elizabeth Bugarin Cortes,Licenciatura,Diputada Propietario,Mayoria Relativa,13/12/1988,Zacatecas,Distrito:2,SI,PVEM,Económico-financiera,,,,
meler_guanajuato,ma.eugenialeticiaespinosarivas_guanajuato,Ma. Eugenia Leticia Espinosa Rivas,Maestría,Diputada Propietario,Mayoria Relativa,28/11/1961,Guanajuato,Distrito:14,SI,PAN,Otra,,,,
mgap_san luis potosi,ma.guadalupealmaguerpardo_san luis potosi,Ma. Guadalupe Almaguer Pardo,No disponible,Diputada Propietario,Mayoria Relativa,26/08/1961,San Luis Potosi,Distrito:6,SI,PRD,,,,,
msrm_san luis potosi,ma.sararochamedina_san luis potosi,Ma. Sara Rocha Medina,Maestría,Diputada Propietario,Mayoria Relativa,09/10/1967,San Luis Potosi,Distrito:1,SI,PRI,Derecho,,,,
mdjgg_zacatecas,ma.dejesusgarciaguardado_zacatecas,Ma. de Jesus Garcia Guardado,Licenciatura,Diputada Propietario,Representacion proporcional,03/04/1959,Zacatecas,Circunscripcion:2,SI,MORENA,Ciencias de la educación,,,,
mdlaad_guanajuato,ma.delosangelesayaladiaz_guanajuato,Ma. de los Angeles Ayala Diaz,Maestría,Diputada Propietario,Mayoria Relativa,02/08/1963,Guanajuato,Distrito:3,SI,PAN,Administración y contaduría,,,,
mdccl_guerrero,ma.delcarmencabreralagunas_guerrero,Ma. del Carmen Cabrera Lagunas,Licenciatura,Diputada Propietario,Mayoria Relativa,30/12/1971,Guerrero,Distrito:3,SI,PES,,,,,
mdpom_guanajuato,ma.delpilarortegamartinez_guanajuato,Ma. del Pilar Ortega Martinez,Maestría,Diputada Propietario,Mayoria Relativa,29/06/1968,Guanajuato,Distrito:6,NO,PAN,Ciencias políticas y sociales,,,,
mba_sonora,madeleinebonnafouxalcaraz_sonora,Madeleine Bonnafoux Alcaraz,Licenciatura,Diputada Propietario,Representacion proporcional,31/01/1979,Sonora,Circunscripcion:1,SI,PAN,Derecho,,,,
mmggm_puebla,maiellamarthagabrielagomezmaldonado_puebla,Maiella Martha Gabriela Gomez Maldonado,Licenciatura,Diputada Propietario,Mayoria Relativa,26/09/1974,Puebla,Distrito:2,SI,MC,Ciencias de la salud,,,,
mgv_veracruz,manuelgomezventura_veracruz,Manuel Gomez Ventura,Licenciatura,Diputado Propietario,Representacion proporcional,10/11/1966,Veracruz,Circunscripcion:3,SI,MORENA,Administración y contaduría,,,,
mhm_guerrero,manuelhuertamartinez_guerrero,Manuel Huerta Martinez,Licenciatura,Diputado Propietario,Representacion proporcional,02/12/1963,Guerrero,Circunscripcion:4,SI,PT,Ciencias de la salud,,,,
mlh_veracruz,manuellimonhernandez_veracruz,Manuel Limon Hernandez,Preparatoria,Diputado Propietario,Representacion proporcional,10/01/1946,Veracruz,Circunscripcion:3,NO,PRI,,,,,
mlc_sonora,manuellopezcastillo_sonora,Manuel Lopez Castillo,Licenciatura,Diputado Propietario,Representacion proporcional,12/02/1948,Sonora,Circunscripcion:1,SI,MORENA,Derecho,,,,
mrg_tabasco,manuelrodriguezgonzalez_tabasco,Manuel Rodriguez Gonzalez,Maestría,Diputado Propietario,Mayoria Relativa,26/10/1966,Tabasco,Distrito:4,SI,MORENA,Derecho,,,,
mdjba_sonora,manueldejesusbaldenebroarredondo_sonora,Manuel de Jesus Baldenebro Arredondo,Licenciatura,Diputado Propietario,Mayoria Relativa,13/05/1962,Sonora,Distrito:1,SI,PES,,,,,
mdcon_chiapas,manueladelcarmenobradornarvaez_chiapas,Manuela del Carmen Obrador Narvaez,Licenciatura,Diputada Propietario,Mayoria Relativa,12/06/1971,Chiapas,Distrito:1,SI,MORENA,Económico-financiera,,,,
mgvg_mexico,marcelaguillerminavelascogonzalez_mexico,Marcela Guillermina Velasco Gonzalez,Maestría,Diputada Propietario,Representacion proporcional,25/06/1952,Mexico,Circunscripcion:5,SI,PRI,Administración y contaduría,,,,
mrh_san luis potosi,marcelinoriverahernandez_san luis potosi,Marcelino Rivera Hernandez,Licenciatura,Diputado Propietario,Mayoria Relativa,26/04/1984,San Luis Potosi,Distrito:7,SI,PAN,Derecho,,,,
maac_morelos,marcoantonioadamecastillo_morelos,Marco Antonio Adame Castillo,Maestría,Diputado Propietario,Representacion proporcional,06/12/1960,Morelos,Circunscripcion:4,NO,PAN,Administración y contaduría,,,,
maaz_chiapas,marcoantonioandradezavala_chiapas,Marco Antonio Andrade Zavala,Maestría,Diputado Propietario,Representacion proporcional,17/11/1972,Chiapas,Circunscripcion:3,SI,MORENA,Derecho,,,,
macm_sonora,marcoantoniocarbajalmiranda_sonora,Marco Antonio Carbajal Miranda,Preparatoria,Diputado Propietario,Representacion proporcional,26/09/1959,Sonora,Circunscripcion:1,SI,MORENA,,,,,
maga_sinaloa,marcoantoniogomezalcantar_sinaloa,Marco Antonio Gomez Alcantar,Licenciatura,Diputado Propietario,Representacion proporcional,18/04/1972,Sinaloa,Circunscripcion:1,SI,PVEM,Derecho,,,,
magr_mexico,marcoantoniogonzalezreyes_mexico,Marco Antonio Gonzalez Reyes,Licenciatura,Diputado Propietario,Representacion proporcional,07/11/1980,Mexico,Circunscripcion:5,SI,MORENA,Psicología,,,,
mamp_veracruz,marcoantoniomedinaperez_veracruz,Marco Antonio Medina Perez,Pasante/Licenciatura trunca,Diputado Propietario,Representacion proporcional,17/12/1958,Veracruz,Circunscripcion:3,SI,MORENA,Económico-financiera,,,,
marc_mexico,marcoantonioreyescolin_mexico,Marco Antonio Reyes Colin,Licenciatura,Diputado Propietario,Mayoria Relativa,18/05/1981,Mexico,Distrito:40,SI,MORENA,Derecho,,,,
mav_queretaro,marcosaguilarvega_queretaro,Marcos Aguilar Vega,Maestría,Diputado Propietario,Representacion proporcional,05/07/1972,Queretaro,Circunscripcion:2,SI,PAN,Derecho,,,,
mfs_nayarit,margaritafloressanchez_nayarit,Margarita Flores Sanchez,Preparatoria,Diputada Propietario,Representacion proporcional,10/12/1961,Nayarit,Circunscripcion:1,SI,PRI,,,,,
mgg_oaxaca,margaritagarciagarcia_oaxaca,Margarita Garcia Garcia,Licenciatura,Diputada Propietario,Mayoria Relativa,26/01/1966,Oaxaca,Distrito:3,SI,PT,Derecho,,,,
mamc_queretaro,mariaalemanmunozcastillo_queretaro,Maria Aleman Muñoz Castillo,Maestría,Diputada Propietario,Representacion proporcional,14/04/1990,Queretaro,Circunscripcion:2,SI,PRI,Ciencias políticas y sociales,,,,
mblc_ciudad de mexico,mariabeatrizlopezchavez_ciudad de mexico,Maria Beatriz Lopez Chavez,Licenciatura,Diputada Propietario,Representacion proporcional,18/08/1973,Ciudad de Mexico,Circunscripcion:4,SI,MORENA,Ciencias políticas y sociales,,,,
mbes_veracruz,mariaberthaespinozasegura_veracruz,Maria Bertha Espinoza Segura,Pasante/Licenciatura trunca,Diputada Propietario,Mayoria Relativa,15/11/1957,Veracruz,Distrito:3,SI,MORENA,Administración y contaduría,,,,
mcp_michoacan,mariachavezperez_michoacan,Maria Chavez Perez,Maestría,Diputada Propietario,Representacion proporcional,15/08/1963,Michoacan,Circunscripcion:5,SI,MORENA,Administración y contaduría,,,,
mdrga_veracruz,mariadelrosarioguzmanaviles_veracruz,Maria Del Rosario Guzman Aviles,Licenciatura,Diputada Propietario,Representacion proporcional,20/11/1963,Veracruz,Circunscripcion:3,NO,PAN,Ingeniería,,,,
medg_mexico,mariaelizabethdiazgarcia_mexico,Maria Elizabeth Diaz Garcia,Preparatoria,Diputada Propietario,Mayoria Relativa,10/02/1971,Mexico,Distrito:13,SI,MORENA,,,,,
meam_yucatan,mariaesteralonzomorales_yucatan,Maria Ester Alonzo Morales,Preparatoria,Diputada Propietario,Mayoria Relativa,15/01/1959,Yucatan,Distrito:2,SI,PRI,,,,,
memc_chihuahua,mariaesthermejiacruz_chihuahua,Maria Esther Mejia Cruz,Licenciatura,Diputada Propietario,Mayoria Relativa,08/07/1956,Chihuahua,Distrito:1,SI,MORENA,Económico-financiera,,,,
mehp_mexico,mariaeugeniahernandezperez_mexico,Maria Eugenia Hernandez Perez,Maestría,Diputada Propietario,Mayoria Relativa,20/03/1961,Mexico,Distrito:11,SI,MORENA,Ciencias políticas y sociales,,,,
mgpm_nayarit,mariageraldineponcemendez_nayarit,Maria Geraldine Ponce Mendez,Licenciatura,Diputada Propietario,Mayoria Relativa,04/04/1994,Nayarit,Distrito:2,SI,MORENA,,,,,
mgeco_mexico,mariaguadalupeedithcastanedaortiz_mexico,Maria Guadalupe Edith Castañeda Ortiz,Doctorado,Diputada Propietario,Representacion proporcional,12/12/1965,Mexico,Circunscripcion:5,SI,MORENA,Humanidades,,,,
mgra_mexico,mariaguadaluperomanavila_mexico,Maria Guadalupe Roman Avila,Técnico,Diputada Propietario,Mayoria Relativa,24/02/1973,Mexico,Distrito:17,SI,MORENA,Administración y contaduría,,,,
mgam_nuevo leon,mariaguillerminaalvaradomoreno_nuevo leon,Maria Guillermina Alvarado Moreno,Maestría,Diputada Propietario,Mayoria Relativa,26/12/1968,Nuevo Leon,Distrito:2,SI,MORENA,Ciencias políticas y sociales,,,,
miam_hidalgo,mariaisabelalfaromorales_hidalgo,Maria Isabel Alfaro Morales,Preparatoria,Diputada Propietario,Mayoria Relativa,24/02/1966,Hidalgo,Distrito:4,SI,MORENA,,,,,
mlga_jalisco,marialibiergonzalezanaya_jalisco,Maria Libier Gonzalez Anaya,Maestría,Diputada Propietario,Representacion proporcional,27/03/1954,Jalisco,Circunscripcion:1,SI,MC,Ciencias de la educación,,,,
mlsm_colima,marialiduvinasandovalmendoza_colima,Maria Liduvina Sandoval Mendoza,Maestría,Diputada Propietario,Representacion proporcional,24/01/1976,Colima,Circunscripcion:5,SI,PAN,Ciencias políticas y sociales,,,,
mlsp_puebla,marialucerosaldanaperez_puebla,Maria Lucero Saldaña Perez,Doctorado,Diputada Propietario,Representacion proporcional,18/01/1957,Puebla,Circunscripcion:4,SI,PRI,Otra,,,,
mlvs_san luis potosi,marialuisavelozsilva_san luis potosi,Maria Luisa Veloz Silva,No disponible,Diputada Propietario,Representacion proporcional,26/08/1956,San Luis Potosi,Circunscripcion:2,NO,MORENA,,,,,
mmtp_queretaro,mariamarcelatorrespeimbert_queretaro,Maria Marcela Torres Peimbert,Maestría,Diputada Propietario,Representacion proporcional,07/10/1961,Queretaro,Circunscripcion:2,NO,PAN,Ciencias de la educación,,,,
mmsb_hidalgo,mariamarivelsolisbarrera_hidalgo,Maria Marivel Solis Barrera,Licenciatura,Diputada Propietario,Representacion proporcional,03/01/1959,Hidalgo,Circunscripcion:5,SI,MORENA,,,,,
mrjp_chiapas,mariaroseliajimenezperez_chiapas,Maria Roselia Jimenez Perez,Licenciatura,Diputada Propietario,Mayoria Relativa,30/08/1959,Chiapas,Distrito:8,SI,PT,Ciencias de la educación,,,,
mr_ciudad de mexico,mariarosete_ciudad de mexico,Maria Rosete Sanchez,Licenciatura,Diputada Propietario,Mayoria Relativa,12/03/1960,Ciudad de Mexico,Distrito:8,SI,PT,Derecho,,,,
mtlp_jalisco,mariateresalopezperez_jalisco,Maria Teresa Lopez Perez,Maestría,Diputada Propietario,Representacion proporcional,30/12/1940,Jalisco,Circunscripcion:1,SI,MORENA,Humanidades,,,,
mtmm_mexico,mariateresamarumejia_mexico,Maria Teresa Maru Mejia,Pasante/Licenciatura trunca,Diputada Propietario,Mayoria Relativa,29/10/1958,Mexico,Distrito:3,SI,PT,Administración y contaduría,,,,
mtrrmr_mexico,mariateresarebecarosamorarios_mexico,Maria Teresa Rebeca Rosa Mora Rios,Licenciatura,Diputada Propietario,Mayoria Relativa,11/05/1952,Mexico,Distrito:22,SI,MORENA,Ingeniería,,,,
mwbz_sonora,mariawendybricenozuloaga_sonora,Maria Wendy Briceño Zuloaga,Maestría,Diputada Propietario,Mayoria Relativa,15/09/1978,Sonora,Distrito:5,SI,MORENA,Ciencias políticas y sociales,,,,
mdlagv_chihuahua,mariadelosangelesgutierrezvaldez_chihuahua,Maria de los Angeles Gutierrez Valdez,Licenciatura,Diputada Propietario,Mayoria Relativa,08/03/1962,Chihuahua,Distrito:9,SI,PAN,Ciencias de la educación,,,,
mdlahdr_mexico,mariadelosangeleshuertadelrio_mexico,Maria de los Angeles Huerta del Rio,Maestría,Diputada Propietario,Mayoria Relativa,10/08/1962,Mexico,Distrito:24,SI,MORENA,Ciencias políticas y sociales,,,,
mdcbp_oaxaca,mariadelcarmenbautistapelaez_oaxaca,Maria del Carmen Bautista Pelaez,Licenciatura,Diputada Propietario,Mayoria Relativa,04/04/1991,Oaxaca,Distrito:9,SI,MORENA,Derecho,,,,
mdrmg_guerrero,mariadelrosariomerlingarcia_guerrero,Maria del Rosario Merlin Garcia,Maestría,Diputada Propietario,Mayoria Relativa,01/11/1964,Guerrero,Distrito:9,SI,MORENA,,,,,
mdgr_veracruz,marianadunyaskagarciarojas_veracruz,Mariana Dunyaska Garcia Rojas,Maestría,Diputada Propietario,Mayoria Relativa,29/10/1974,Veracruz,Distrito:12,SI,PAN,Otra,,,,
mrmyt_tamaulipas,marianarodriguezmieryteran_tamaulipas,Mariana Rodriguez Mier y Teran,Maestría,Diputada Propietario,Representacion proporcional,01/06/1976,Tamaulipas,Circunscripcion:2,SI,PRI,Derecho,,,,
mac_durango,maribelaguilerachairez_durango,Maribel Aguilera Chairez,Licenciatura,Diputada Propietario,Mayoria Relativa,20/12/1977,Durango,Distrito:3,SI,MORENA,Derecho,,,,
mmr_oaxaca,maribelmartinezruiz_oaxaca,Maribel Martinez Ruiz,Maestría,Diputada Propietario,Representacion proporcional,30/10/1972,Oaxaca,Circunscripcion:3,SI,PT,Psicología,,,,
mrg_chiapas,maricruzroblerogordillo_chiapas,Maricruz Roblero Gordillo,Licenciatura,Diputada Propietario,Mayoria Relativa,26/10/1966,Chiapas,Distrito:13,SI,PT,Ciencias de la educación,,,,
mdpao_baja california,marinadelpilaravilaolmeda_baja california,Marina del Pilar Avila Olmeda,Maestría,Diputada Propietario,Mayoria Relativa,19/10/1985,Baja California,Distrito:2,NO,MORENA,,,,,
mart_tamaulipas,marioalbertoramostamez_tamaulipas,Mario Alberto Ramos Tamez,Maestría,Diputado Propietario,Mayoria Relativa,03/04/1986,Tamaulipas,Distrito:5,SI,PAN,,,,,
marc_jalisco,marioalbertorodriguezcarrillo_jalisco,Mario Alberto Rodriguez Carrillo,Doctorado,Diputado Propietario,Mayoria Relativa,14/03/1967,Jalisco,Distrito:4,SI,MC,Ciencias de la educación,,,,
mdc_ciudad de mexico,mariodelgadocarrillo_ciudad de mexico,Mario Delgado Carrillo,Maestría,Diputado Propietario,Mayoria Relativa,17/06/1972,Ciudad de Mexico,Distrito:13,NO,MORENA,,,,,
mimg_baja california,marioismaelmorenogil_baja california,Mario Ismael Moreno Gil,Pasante/Licenciatura trunca,Diputado Propietario,Mayoria Relativa,17/06/1948,Baja California,Distrito:5,SI,MORENA,Arquitectura y diseño,,,,
mmc_chihuahua,mariomatacarrasco_chihuahua,Mario Mata Carrasco,Licenciatura,Diputado Propietario,Mayoria Relativa,20/03/1962,Chihuahua,Distrito:5,SI,PAN,Ingeniería,,,,
mazm_jalisco,marthaangelicazamudiomacias_jalisco,Martha Angelica Zamudio Macias,Pasante/Licenciatura trunca,Diputada Propietario,Representacion proporcional,24/02/1957,Jalisco,Circunscripcion:1,SI,MC,Administración y contaduría,,,,
megg_nayarit,marthaelenagarciagomez_nayarit,Martha Elena Garcia Gomez,Técnico,Diputada Propietario,Representacion proporcional,03/05/1945,Nayarit,Circunscripcion:1,NO,PAN,Administración y contaduría,,,,
mege_aguascalientes,marthaelisagonzalezestrada_aguascalientes,Martha Elisa Gonzalez Estrada,Maestría,Diputada Propietario,Mayoria Relativa,29/01/1977,Aguascalientes,Distrito:3,SI,PAN,,,,,
merc_jalisco,marthaestelaromocuellar_jalisco,Martha Estela Romo Cuellar,Licenciatura,Diputada Propietario,Mayoria Relativa,14/03/1985,Jalisco,Distrito:2,SI,PAN,Ciencias de la salud,,,,
mhgc_coahuila,marthahortenciagaraycadena_coahuila,Martha Hortencia Garay Cadena,Técnico,Diputada Propietario,Mayoria Relativa,03/04/1955,Coahuila,Distrito:4,NO,PRI,Otra,,,,
mogv_durango,marthaoliviagarciavidana_durango,Martha Olivia Garcia Vidaña,Licenciatura,Diputada Propietario,Mayoria Relativa,04/05/1969,Durango,Distrito:1,SI,MORENA,Ingeniería,,,,
mprl_baja california,marthapatriciaramirezlucero_baja california,Martha Patricia Ramirez Lucero,Licenciatura,Diputada Propietario,Representacion proporcional,03/09/1952,Baja California,Circunscripcion:1,NO,MORENA,Derecho,,,,
mro_mexico,martharoblesortiz_mexico,Martha Robles Ortiz,No disponible,Diputada Propietario,Mayoria Relativa,25/04/1962,Mexico,Distrito:29,SI,MORENA,,,,,
mtm_ciudad de mexico,marthataglemartinez_ciudad de mexico,Martha Tagle Martinez,Licenciatura,Diputada Propietario,Representacion proporcional,26/11/1973,Ciudad de Mexico,Circunscripcion:4,NO,MC,Ciencias políticas y sociales,,,,
mcy_san luis potosi,martinacazarezyanez_san luis potosi,Martina Cazarez Yañez,No disponible,Diputada Propietario,Representacion proporcional,07/03/1970,San Luis Potosi,Circunscripcion:2,SI,MORENA,,,,,
