inic_edo,nom_edo,Nombre,tipo_elec,FechaNacimiento,edo,ent,Tipo de elección,Reeleccion,Partido
meler_guanajuato,ma.eugenialeticiaespinosarivas_guanajuato,Ma. Eugenia Leticia Espinosa Rivas,Mayoria Relativa,1961-11-28,Guanajuato,Distrito:14,Mayoría relativa,SI,PAN
mgap_san luis potosi,ma.guadalupealmaguerpardo_san luis potosi,Ma. Guadalupe Almaguer Pardo,Mayoria Relativa,1961-08-26,San Luis Potosi,Distrito:6,Mayoría relativa,SI,PRD
msrm_san luis potosi,ma.sararochamedina_san luis potosi,Ma. Sara Rocha Medina,Mayoria Relativa,1967-10-09,San Luis Potosi,Distrito:1,Mayoría relativa,SI,PRI
mdjgg_zacatecas,ma.dejesusgarciaguardado_zacatecas,Ma. de Jesus Garcia Guardado,Representacion proporcional,1959-04-03,Zacatecas,Circunscripcion:2,Representación proporcional,SI,MORENA
mdlaad_guanajuato,ma.delosangelesayaladiaz_guanajuato,Ma. de los Angeles Ayala Diaz,Mayoria Relativa,1963-08-02,Guanajuato,Distrito:3,Mayoría relativa,SI,PAN
mdccl_guerrero,ma.delcarmencabreralagunas_guerrero,Ma. del Carmen Cabrera Lagunas,Mayoria Relativa,1971-12-30,Guerrero,Distrito:3,Mayoría relativa,SI,PES
mdpom_guanajuato,ma.delpilarortegamartinez_guanajuato,Ma. del Pilar Ortega Martinez,Mayoria Relativa,1968-06-29,Guanajuato,Distrito:6,,NO,PAN
mba_sonora,madeleinebonnafouxalcaraz_sonora,Madeleine Bonnafoux Alcaraz,Representacion proporcional,1979-01-31,Sonora,Circunscripcion:1,Representación proporcional,SI,PAN
mmggm_puebla,maiellamarthagabrielagomezmaldonado_puebla,Maiella Martha Gabriela Gomez Maldonado,Mayoria Relativa,1974-09-26,Puebla,Distrito:2,Mayoría relativa,SI,MC
mgv_veracruz,manuelgomezventura_veracruz,Manuel Gomez Ventura,Representacion proporcional,1966-11-10,Veracruz,Circunscripcion:3,Representación proporcional,SI,MORENA
mhm_guerrero,manuelhuertamartinez_guerrero,Manuel Huerta Martinez,Representacion proporcional,1963-12-02,Guerrero,Circunscripcion:4,Representación proporcional,SI,PT
mlh_veracruz,manuellimonhernandez_veracruz,Manuel Limon Hernandez,Representacion proporcional,1946-01-10,Veracruz,Circunscripcion:3,,NO,PRI
mlc_sonora,manuellopezcastillo_sonora,Manuel Lopez Castillo,Representacion proporcional,1948-02-12,Sonora,Circunscripcion:1,Representación proporcional,SI,MORENA
mrg_tabasco,manuelrodriguezgonzalez_tabasco,Manuel Rodriguez Gonzalez,Mayoria Relativa,1966-10-26,Tabasco,Distrito:4,Mayoría relativa,SI,MORENA
mdjba_sonora,manueldejesusbaldenebroarredondo_sonora,Manuel de Jesus Baldenebro Arredondo,Mayoria Relativa,1962-05-13,Sonora,Distrito:1,Mayoría relativa,SI,PES
mdcon_chiapas,manueladelcarmenobradornarvaez_chiapas,Manuela del Carmen Obrador Narvaez,Mayoria Relativa,1971-06-12,Chiapas,Distrito:1,Mayoría relativa,SI,MORENA
mgvg_mexico,marcelaguillerminavelascogonzalez_mexico,Marcela Guillermina Velasco Gonzalez,Representacion proporcional,1952-06-25,Mexico,Circunscripcion:5,Representación proporcional,SI,PRI
mrh_san luis potosi,marcelinoriverahernandez_san luis potosi,Marcelino Rivera Hernandez,Mayoria Relativa,1984-04-26,San Luis Potosi,Distrito:7,Mayoría relativa,SI,PAN
maac_morelos,marcoantonioadamecastillo_morelos,Marco Antonio Adame Castillo,Representacion proporcional,1960-12-06,Morelos,Circunscripcion:4,,NO,PAN
maaz_chiapas,marcoantonioandradezavala_chiapas,Marco Antonio Andrade Zavala,Representacion proporcional,1972-11-17,Chiapas,Circunscripcion:3,Representación proporcional,SI,MORENA
macm_sonora,marcoantoniocarbajalmiranda_sonora,Marco Antonio Carbajal Miranda,Representacion proporcional,1959-09-26,Sonora,Circunscripcion:1,Representación proporcional,SI,MORENA
maga_sinaloa,marcoantoniogomezalcantar_sinaloa,Marco Antonio Gomez Alcantar,Representacion proporcional,1972-04-18,Sinaloa,Circunscripcion:1,Representación proporcional,SI,PVEM
magr_mexico,marcoantoniogonzalezreyes_mexico,Marco Antonio Gonzalez Reyes,Representacion proporcional,1980-11-07,Mexico,Circunscripcion:5,Representación proporcional,SI,MORENA
mamp_veracruz,marcoantoniomedinaperez_veracruz,Marco Antonio Medina Perez,Representacion proporcional,1958-12-17,Veracruz,Circunscripcion:3,Representación proporcional,SI,MORENA
marc_mexico,marcoantonioreyescolin_mexico,Marco Antonio Reyes Colin,Mayoria Relativa,1981-05-18,Mexico,Distrito:40,Mayoría relativa,SI,MORENA
mav_queretaro,marcosaguilarvega_queretaro,Marcos Aguilar Vega,Representacion proporcional,1972-07-05,Queretaro,Circunscripcion:2,Representación proporcional,SI,PAN
mfs_nayarit,margaritafloressanchez_nayarit,Margarita Flores Sanchez,Representacion proporcional,1961-12-10,Nayarit,Circunscripcion:1,Representación proporcional,SI,PRI
mgg_oaxaca,margaritagarciagarcia_oaxaca,Margarita Garcia Garcia,Mayoria Relativa,1966-01-26,Oaxaca,Distrito:3,Mayoría relativa,SI,PT
mamc_queretaro,mariaalemanmunozcastillo_queretaro,Maria Aleman Muñoz Castillo,Representacion proporcional,1990-04-14,Queretaro,Circunscripcion:2,Representación proporcional,SI,PRI
mblc_ciudad de mexico,mariabeatrizlopezchavez_ciudad de mexico,Maria Beatriz Lopez Chavez,Representacion proporcional,1973-08-18,Ciudad de Mexico,Circunscripcion:4,Representación proporcional,SI,MORENA
mbes_veracruz,mariaberthaespinozasegura_veracruz,Maria Bertha Espinoza Segura,Mayoria Relativa,1957-11-15,Veracruz,Distrito:3,Mayoría relativa,SI,MORENA
mcp_michoacan,mariachavezperez_michoacan,Maria Chavez Perez,Representacion proporcional,1963-08-15,Michoacan,Circunscripcion:5,Representación proporcional,SI,MORENA
mdrga_veracruz,mariadelrosarioguzmanaviles_veracruz,Maria Del Rosario Guzman Aviles,Representacion proporcional,1963-11-20,Veracruz,Circunscripcion:3,,NO,PAN
medg_mexico,mariaelizabethdiazgarcia_mexico,Maria Elizabeth Diaz Garcia,Mayoria Relativa,1971-02-10,Mexico,Distrito:13,Mayoría relativa,SI,MORENA
meam_yucatan,mariaesteralonzomorales_yucatan,Maria Ester Alonzo Morales,Mayoria Relativa,1959-01-15,Yucatan,Distrito:2,Mayoría relativa,SI,PRI
memc_chihuahua,mariaesthermejiacruz_chihuahua,Maria Esther Mejia Cruz,Mayoria Relativa,1956-07-08,Chihuahua,Distrito:1,Mayoría relativa,SI,MORENA
mehp_mexico,mariaeugeniahernandezperez_mexico,Maria Eugenia Hernandez Perez,Mayoria Relativa,1961-03-20,Mexico,Distrito:11,Mayoría relativa,SI,MORENA
mgpm_nayarit,mariageraldineponcemendez_nayarit,Maria Geraldine Ponce Mendez,Mayoria Relativa,1994-04-04,Nayarit,Distrito:2,Mayoría relativa,SI,MORENA
mgeco_mexico,mariaguadalupeedithcastanedaortiz_mexico,Maria Guadalupe Edith Castañeda Ortiz,Representacion proporcional,1965-12-12,Mexico,Circunscripcion:5,Representación proporcional,SI,MORENA
mgra_mexico,mariaguadaluperomanavila_mexico,Maria Guadalupe Roman Avila,Mayoria Relativa,1973-02-24,Mexico,Distrito:17,Mayoría relativa,SI,MORENA
mgam_nuevo leon,mariaguillerminaalvaradomoreno_nuevo leon,Maria Guillermina Alvarado Moreno,Mayoria Relativa,1968-12-26,Nuevo Leon,Distrito:2,Mayoría relativa,SI,MORENA
miam_hidalgo,mariaisabelalfaromorales_hidalgo,Maria Isabel Alfaro Morales,Mayoria Relativa,1966-02-24,Hidalgo,Distrito:4,Mayoría relativa,SI,MORENA
mlga_jalisco,marialibiergonzalezanaya_jalisco,Maria Libier Gonzalez Anaya,Representacion proporcional,1954-03-27,Jalisco,Circunscripcion:1,Representación proporcional,SI,MC
mlsm_colima,marialiduvinasandovalmendoza_colima,Maria Liduvina Sandoval Mendoza,Representacion proporcional,1976-01-24,Colima,Circunscripcion:5,Representación proporcional,SI,PAN
mlsp_puebla,marialucerosaldanaperez_puebla,Maria Lucero Saldaña Perez,Representacion proporcional,1957-01-18,Puebla,Circunscripcion:4,Representación proporcional,SI,PRI
mlvs_san luis potosi,marialuisavelozsilva_san luis potosi,Maria Luisa Veloz Silva,Representacion proporcional,1956-08-26,San Luis Potosi,Circunscripcion:2,,NO,MORENA
mmtp_queretaro,mariamarcelatorrespeimbert_queretaro,Maria Marcela Torres Peimbert,Representacion proporcional,1961-10-07,Queretaro,Circunscripcion:2,,NO,PAN
mmsb_hidalgo,mariamarivelsolisbarrera_hidalgo,Maria Marivel Solis Barrera,Representacion proporcional,1959-01-03,Hidalgo,Circunscripcion:5,Representación proporcional,SI,MORENA
mrjp_chiapas,mariaroseliajimenezperez_chiapas,Maria Roselia Jimenez Perez,Mayoria Relativa,1959-08-30,Chiapas,Distrito:8,Mayoría relativa,SI,PT
mr_ciudad de mexico,mariarosete_ciudad de mexico,Maria Rosete Sanchez,Mayoria Relativa,1960-03-12,Ciudad de Mexico,Distrito:8,Mayoría relativa,SI,PT
mtlp_jalisco,mariateresalopezperez_jalisco,Maria Teresa Lopez Perez,Representacion proporcional,1940-12-30,Jalisco,Circunscripcion:1,Representación proporcional,SI,MORENA
mtmm_mexico,mariateresamarumejia_mexico,Maria Teresa Maru Mejia,Mayoria Relativa,1958-10-29,Mexico,Distrito:3,Mayoría relativa,SI,PT
mtrrmr_mexico,mariateresarebecarosamorarios_mexico,Maria Teresa Rebeca Rosa Mora Rios,Mayoria Relativa,1952-05-11,Mexico,Distrito:22,Mayoría relativa,SI,MORENA
mwbz_sonora,mariawendybricenozuloaga_sonora,Maria Wendy Briceño Zuloaga,Mayoria Relativa,1978-09-15,Sonora,Distrito:5,Mayoría relativa,SI,MORENA
mdlagv_chihuahua,mariadelosangelesgutierrezvaldez_chihuahua,Maria de los Angeles Gutierrez Valdez,Mayoria Relativa,1962-03-08,Chihuahua,Distrito:9,Mayoría relativa,SI,PAN
mdlahdr_mexico,mariadelosangeleshuertadelrio_mexico,Maria de los Angeles Huerta del Rio,Mayoria Relativa,1962-08-10,Mexico,Distrito:24,Mayoría relativa,SI,MORENA
mdcbp_oaxaca,mariadelcarmenbautistapelaez_oaxaca,Maria del Carmen Bautista Pelaez,Mayoria Relativa,1991-04-04,Oaxaca,Distrito:9,Mayoría relativa,SI,MORENA
mdrmg_guerrero,mariadelrosariomerlingarcia_guerrero,Maria del Rosario Merlin Garcia,Mayoria Relativa,1964-11-01,Guerrero,Distrito:9,Mayoría relativa,SI,MORENA
mdgr_veracruz,marianadunyaskagarciarojas_veracruz,Mariana Dunyaska Garcia Rojas,Mayoria Relativa,1974-10-29,Veracruz,Distrito:12,Mayoría relativa,SI,PAN
mrmyt_tamaulipas,marianarodriguezmieryteran_tamaulipas,Mariana Rodriguez Mier y Teran,Representacion proporcional,1976-06-01,Tamaulipas,Circunscripcion:2,Representación proporcional,SI,PRI
mac_durango,maribelaguilerachairez_durango,Maribel Aguilera Chairez,Mayoria Relativa,1977-12-20,Durango,Distrito:3,Mayoría relativa,SI,MORENA
mmr_oaxaca,maribelmartinezruiz_oaxaca,Maribel Martinez Ruiz,Representacion proporcional,1972-10-30,Oaxaca,Circunscripcion:3,Representación proporcional,SI,PT
mrg_chiapas,maricruzroblerogordillo_chiapas,Maricruz Roblero Gordillo,Mayoria Relativa,1966-10-26,Chiapas,Distrito:13,Mayoría relativa,SI,PT
mdpao_baja california,marinadelpilaravilaolmeda_baja california,Marina del Pilar Avila Olmeda,Mayoria Relativa,1985-10-19,Baja California,Distrito:2,,NO,MORENA
mart_tamaulipas,marioalbertoramostamez_tamaulipas,Mario Alberto Ramos Tamez,Mayoria Relativa,1986-04-03,Tamaulipas,Distrito:5,Mayoría relativa,SI,PAN
marc_jalisco,marioalbertorodriguezcarrillo_jalisco,Mario Alberto Rodriguez Carrillo,Mayoria Relativa,1967-03-14,Jalisco,Distrito:4,Mayoría relativa,SI,MC
mdc_ciudad de mexico,mariodelgadocarrillo_ciudad de mexico,Mario Delgado Carrillo,Mayoria Relativa,1972-06-17,Ciudad de Mexico,Distrito:13,,NO,MORENA
mimg_baja california,marioismaelmorenogil_baja california,Mario Ismael Moreno Gil,Mayoria Relativa,1948-06-17,Baja California,Distrito:5,Mayoría relativa,SI,MORENA
mmc_chihuahua,mariomatacarrasco_chihuahua,Mario Mata Carrasco,Mayoria Relativa,1962-03-20,Chihuahua,Distrito:5,Mayoría relativa,SI,PAN
mazm_jalisco,marthaangelicazamudiomacias_jalisco,Martha Angelica Zamudio Macias,Representacion proporcional,1957-02-24,Jalisco,Circunscripcion:1,Representación proporcional,SI,MC
megg_nayarit,marthaelenagarciagomez_nayarit,Martha Elena Garcia Gomez,Representacion proporcional,1945-05-03,Nayarit,Circunscripcion:1,,NO,PAN
mege_aguascalientes,marthaelisagonzalezestrada_aguascalientes,Martha Elisa Gonzalez Estrada,Mayoria Relativa,1977-01-29,Aguascalientes,Distrito:3,Mayoría relativa,SI,PAN
merc_jalisco,marthaestelaromocuellar_jalisco,Martha Estela Romo Cuellar,Mayoria Relativa,1985-03-14,Jalisco,Distrito:2,Mayoría relativa,SI,PAN
mhgc_coahuila,marthahortenciagaraycadena_coahuila,Martha Hortencia Garay Cadena,Mayoria Relativa,1955-04-03,Coahuila,Distrito:4,,NO,PRI
mogv_durango,marthaoliviagarciavidana_durango,Martha Olivia Garcia Vidaña,Mayoria Relativa,1969-05-04,Durango,Distrito:1,Mayoría relativa,SI,MORENA
mprl_baja california,marthapatriciaramirezlucero_baja california,Martha Patricia Ramirez Lucero,Representacion proporcional,1952-09-03,Baja California,Circunscripcion:1,,NO,MORENA
mro_mexico,martharoblesortiz_mexico,Martha Robles Ortiz,Mayoria Relativa,1962-04-25,Mexico,Distrito:29,Mayoría relativa,SI,MORENA
mtm_ciudad de mexico,marthataglemartinez_ciudad de mexico,Martha Tagle Martinez,Representacion proporcional,1973-11-26,Ciudad de Mexico,Circunscripcion:4,,NO,MC
mcy_san luis potosi,martinacazarezyanez_san luis potosi,Martina Cazarez Yañez,Representacion proporcional,1970-03-07,San Luis Potosi,Circunscripcion:2,Representación proporcional,SI,MORENA
mcbm_michoacan,marycarmenbernalmartinez_michoacan,Mary Carmen Bernal Martinez,Mayoria Relativa,1984-08-24,Michoacan,Distrito:3,Mayoría relativa,SI,PT
matg_ciudad de mexico,mauricioalonsotoledogutierrez_ciudad de mexico,Mauricio Alonso Toledo Gutierrez,Representacion proporcional,1980-06-19,Ciudad de Mexico,Circunscripcion:4,Representación proporcional,SI,PT
mac_ciudad de mexico,maximinoalejandrocandelaria_ciudad de mexico,Maximino Alejandro Candelaria,Representacion proporcional,1977-01-08,Ciudad de Mexico,Circunscripcion:4,Representación proporcional,SI,MORENA
mnfz_coahuila,melbaneliafariaszambrano_coahuila,Melba Nelia Farias Zambrano,Mayoria Relativa,1955-07-06,Coahuila,Distrito:3,Mayoría relativa,SI,MORENA
mvs_sinaloa,meraryvillegassanchez_sinaloa,Merary Villegas Sanchez,Mayoria Relativa,1987-04-20,Sinaloa,Distrito:7,Mayoría relativa,SI,MORENA
mag_puebla,miguelacundogonzalez_puebla,Miguel Acundo Gonzalez,Mayoria Relativa,1961-09-29,Puebla,Distrito:1,,NO,PES
marb_chihuahua,miguelalonsoriggsbaeza_chihuahua,Miguel Alonso Riggs Baeza,Mayoria Relativa,1975-10-27,Chihuahua,Distrito:6,Mayoría relativa,SI,PAN
mach_guanajuato,miguelangelchicoherrera_guanajuato,Miguel Angel Chico Herrera,Representacion proporcional,1961-03-17,Guanajuato,Circunscripcion:2,Representación proporcional,SI,MORENA
majmdo_ciudad de mexico,miguelangeljaureguimontesdeoca_ciudad de mexico,Miguel Angel Jauregui Montes de Oca,Mayoria Relativa,1975-02-19,Ciudad de Mexico,Distrito:3,Mayoría relativa,SI,MORENA
mamg_jalisco,miguelangelmarquezgonzalez_jalisco,Miguel Angel Marquez Gonzalez,Representacion proporcional,1962-10-21,Jalisco,Circunscripcion:1,Representación proporcional,SI,MORENA
mpjv_nayarit,miguelpaveljarerovelazquez_nayarit,Miguel Pavel Jarero Velazquez,Mayoria Relativa,1977-10-19,Nayarit,Distrito:1,Mayoría relativa,SI,MORENA
mpdls_chiapas,miguelpradodelossantos_chiapas,Miguel Prado de los Santos,Mayoria Relativa,1984-01-19,Chiapas,Distrito:7,Mayoría relativa,SI,MORENA
mcav_quintana roo,mildredconcepcionavilavera_quintana roo,Mildred Concepcion Avila Vera,Mayoria Relativa,1965-12-05,Quintana Roo,Distrito:3,Mayoría relativa,SI,MORENA
mcpm_nayarit,miriamcitlallyperezmackintosh_nayarit,Miriam Citlally Perez Mackintosh,Representacion proporcional,1967-11-20,Nayarit,Circunscripcion:1,,NO,MORENA
mzmt_zacatecas,mirnazabeidamaldonadotapia_zacatecas,Mirna Zabeida Maldonado Tapia,Mayoria Relativa,1969-05-13,Zacatecas,Distrito:1,Mayoría relativa,SI,MORENA
mcm_mexico,miroslavacarrillomartinez_mexico,Miroslava Carrillo Martinez,Mayoria Relativa,1973-05-05,Mexico,Distrito:34,,NO,MORENA
msg_coahuila,miroslavasanchezgalvan_coahuila,Miroslava Sanchez Galvan,Representacion proporcional,1957-08-10,Coahuila,Circunscripcion:2,Representación proporcional,SI,MORENA
miva_nayarit,mirthailianavillalvazoamaya_nayarit,Mirtha Iliana Villalvazo Amaya,Mayoria Relativa,1980-12-02,Nayarit,Distrito:3,Mayoría relativa,SI,MORENA
mimv_puebla,moisesignaciomiervelazco_puebla,Moises Ignacio Mier Velazco,Representacion proporcional,1961-01-04,Puebla,Circunscripcion:4,Representación proporcional,SI,MORENA
mal_jalisco,monicaalmeidalopez_jalisco,Monica Almeida Lopez,Mayoria Relativa,1970-04-03,Jalisco,Distrito:18,,NO,PRD
mbr_mexico,monicabautistarodriguez_mexico,Monica Bautista Rodriguez,Representacion proporcional,1976-02-13,Mexico,Circunscripcion:5,Representación proporcional,SI,PRD
ncrh_mexico,nancyclaudiaresendizhernandez_mexico,Nancy Claudia Resendiz Hernandez,Mayoria Relativa,1977-12-19,Mexico,Distrito:41,Mayoría relativa,SI,PES
nysm_sinaloa,nancyyadirasantiagomarcos_sinaloa,Nancy Yadira Santiago Marcos,Mayoria Relativa,1980-05-04,Sinaloa,Distrito:5,Mayoría relativa,SI,MORENA
nafc_ciudad de mexico,nayeliarlenfernandezcruz_ciudad de mexico,Nayeli Arlen Fernandez Cruz,Representacion proporcional,1984-01-16,Ciudad de Mexico,Circunscripcion:4,Representación proporcional,SI,MORENA
nsb_puebla,nayelisalvatoribojalil_puebla,Nayeli Salvatori Bojalil,Mayoria Relativa,1985-08-26,Puebla,Distrito:10,Mayoría relativa,SI,PES
nmc_puebla,nellymacedacarrera_puebla,Nelly Maceda Carrera,Mayoria Relativa,1979-02-05,Puebla,Distrito:14,Mayoría relativa,SI,PT
nmcg_mexico,nellyminervacarrascogodinez_mexico,Nelly Carrasco Godinez,Mayoria Relativa,1982-03-16,Mexico,Distrito:4,Mayoría relativa,SI,MORENA
nah_tamaulipas,nohemialemanhernandez_tamaulipas,Nohemi Aleman Hernandez,Representacion proporcional,1982-02-03,Tamaulipas,Circunscripcion:2,Representación proporcional,SI,MORENA
narz_veracruz,normaazucenarodriguezzamora_veracruz,Norma Azucena Rodriguez Zamora,Representacion proporcional,1986-02-07,Veracruz,Circunscripcion:3,,NO,PRD
ngs_aguascalientes,normaguelsaldivar_aguascalientes,Norma Guel Saldivar,Representacion proporcional,1981-04-24,Aguascalientes,Circunscripcion:2,Representación proporcional,SI,PRI
ocm_sinaloa,olegariacarrazcomacias_sinaloa,Olegaria Carrazco Macias,Mayoria Relativa,1960-04-12,Sinaloa,Distrito:6,Mayoría relativa,SI,MORENA
ojeg_tamaulipas,olgajulianaelizondoguerra_tamaulipas,Olga Juliana Elizondo Guerra,Mayoria Relativa,1965-05-21,Tamaulipas,Distrito:2,Mayoría relativa,SI,PT
opsr_tamaulipas,olgapatriciasosaruiz_tamaulipas,Olga Patricia Sosa Ruiz,Mayoria Relativa,1974-09-22,Tamaulipas,Distrito:8,Mayoría relativa,SI,PES
obv_san luis potosi,oscarbautistavillegas_san luis potosi,Oscar Bautista Villegas,Mayoria Relativa,1964-02-06,San Luis Potosi,Distrito:3,Mayoría relativa,SI,PRI
odmt_morelos,oscardanielmartinezterrazas_morelos,Oscar Daniel Martinez Terrazas,Representacion proporcional,1986-01-17,Morelos,Circunscripcion:4,Representación proporcional,SI,PAN
ogy_mexico,oscargonzalezyanez_mexico,Oscar Gonzalez Yañez,Mayoria Relativa,1964-10-06,Mexico,Distrito:27,Mayoría relativa,SI,PT
ornm_zacatecas,oscarrafaelnovellamacias_zacatecas,Oscar Rafael Novella Macias,Representacion proporcional,1984-10-12,Zacatecas,Circunscripcion:2,Representación proporcional,SI,MORENA
pga_ciudad de mexico,pablogomezalvarez_ciudad de mexico,Pablo Gomez Alvarez,Mayoria Relativa,1946-10-21,Ciudad de Mexico,Distrito:23,Mayoría relativa,SI,MORENA
pgab_campeche,pabloguillermoangulobriceno_campeche,Pablo Guillermo Angulo Briceño,Representacion proporcional,1990-08-01,Campeche,Circunscripcion:3,Representación proporcional,SI,PRI
pta_veracruz,paolatenorioadame_veracruz,Paola Tenorio Adame,Mayoria Relativa,1966-04-20,Veracruz,Distrito:19,Mayoría relativa,SI,MORENA
pdcdlcd_chiapas,patriciadelcarmendelacruzdelucio_chiapas,Patricia del Carmen De la Cruz Delucio,Representacion proporcional,1971-06-21,Chiapas,Circunscripcion:3,Representación proporcional,SI,MORENA
ptb_chihuahua,patriciaterrazasbaca_chihuahua,Patricia Terrazas Baca,Representacion proporcional,1966-09-26,Chihuahua,Circunscripcion:1,Representación proporcional,SI,PAN
pdas_mexico,pedrodanielabasolosanchez_mexico,Pedro Daniel Abasolo Sanchez,Representacion proporcional,1991-02-03,Mexico,Circunscripcion:5,Representación proporcional,SI,PT
pmzs_mexico,pedromariozentenosantaella_mexico,Pedro Mario Zenteno Santaella,Mayoria Relativa,1960-09-13,Mexico,Distrito:37,,NO,MORENA
pptv_nuevo leon,pedropablotrevinovillarreal_nuevo leon,Pedro Pablo Treviño Villarreal,Representacion proporcional,1972-06-13,Nuevo Leon,Circunscripcion:2,Representación proporcional,SI,PRI
pml_ciudad de mexico,porfiriomunozledo_ciudad de mexico,Porfirio Muñoz Ledo,Representacion proporcional,1933-07-23,Ciudad de Mexico,Circunscripcion:4,Representación proporcional,SI,MORENA
rhv_veracruz,rafaelhernandezvillalpando_veracruz,Rafael Hernandez Villalpando,Mayoria Relativa,1947-11-08,Veracruz,Distrito:10,Mayoría relativa,SI,MORENA
rbh_veracruz,raquelbonillaherrera_veracruz,Raquel Bonilla Herrera,Mayoria Relativa,1984-03-17,Veracruz,Distrito:5,,NO,MORENA
resbz_mexico,raulernestosanchezbarraleszavalza_mexico,Raul Ernesto Sanchez Barrales Zavalza,Mayoria Relativa,1971-12-19,Mexico,Distrito:15,Mayoría relativa,SI,PT
rgg_nuevo leon,raulgraciaguzman_nuevo leon,Raul Gracia Guzman,Representacion proporcional,1975-02-20,Nuevo Leon,Circunscripcion:2,,NO,PAN
rgg_guerrero,raymundogarciagutierrez_guerrero,Raymundo Garcia Gutierrez,Mayoria Relativa,1963-07-04,Guerrero,Distrito:6,,NO,PRD
rsf_michoacan,reginaldosandovalflores_michoacan,Reginaldo Sandoval Flores,Representacion proporcional,1967-05-14,Michoacan,Circunscripcion:5,Representación proporcional,SI,PT
rjc_guerrero,renejuarezcisneros_guerrero,Rene Juarez Cisneros,Representacion proporcional,1956-06-08,Guerrero,Circunscripcion:4,Representación proporcional,SI,PRI
rcao_michoacan,reynacelesteascencioortega_michoacan,Reyna Celeste Ascencio Ortega,Representacion proporcional,1993-01-05,Michoacan,Circunscripcion:5,Representación proporcional,SI,MORENA
rac_mexico,ricardoaguilarcastillo_mexico,Ricardo Aguilar Castillo,Mayoria Relativa,1970-08-05,Mexico,Distrito:1,Mayoría relativa,SI,PRI
rdlpm_tabasco,ricardodelapenamarshall_tabasco,Ricardo De la Peña Marshall,Mayoria Relativa,1964-02-17,Tabasco,Distrito:6,Mayoría relativa,SI,PES
rfs_nuevo leon,ricardofloressuarez_nuevo leon,Ricardo Flores Suarez,Mayoria Relativa,1977-08-05,Nuevo Leon,Distrito:4,,NO,PAN
rfez_veracruz,ricardofranciscoexsomezapata_veracruz,Ricardo Francisco Exsome Zapata,Mayoria Relativa,1963-09-28,Veracruz,Distrito:4,Mayoría relativa,SI,MORENA
rge_veracruz,ricardogarciaescalante_veracruz,Ricardo Garcia Escalante,Mayoria Relativa,1981-05-02,Veracruz,Distrito:1,Mayoría relativa,SI,PAN
rvg_guanajuato,ricardovillarrealgarcia_guanajuato,Ricardo Villarreal Garcia,Mayoria Relativa,1981-04-12,Guanajuato,Distrito:2,Mayoría relativa,SI,PAN
radr_mexico,robertoangeldominguezrodriguez_mexico,Roberto Angel Dominguez Rodriguez,Mayoria Relativa,1980-01-27,Mexico,Distrito:28,Mayoría relativa,SI,MORENA
rarm_chiapas,robertoantoniorubiomontejo_chiapas,Roberto Antonio Rubio Montejo,Mayoria Relativa,1977-04-20,Chiapas,Distrito:11,Mayoría relativa,SI,PVEM
rbb_ciudad de mexico,rociobarrerabadillo_ciudad de mexico,Rocio Barrera Badillo,Mayoria Relativa,1976-10-01,Ciudad de Mexico,Distrito:11,Mayoría relativa,SI,MORENA
rdpvm_ciudad de mexico,rociodelpilarvillarauzmartinez_ciudad de mexico,Rocio del Pilar Villarauz Martinez,Representacion proporcional,1977-12-12,Ciudad de Mexico,Circunscripcion:4,Representación proporcional,SI,MORENA
rcs_veracruz,rodrigocalderonsalas_veracruz,Rodrigo Calderon Salas,Mayoria Relativa,1958-04-05,Veracruz,Distrito:7,,NO,MORENA
rh_yucatan,rogerherve(deceso)aguilarsalazar(protestapendiente)_yucatan,Roger Herve,Mayoria Relativa,1938-09-12,Yucatan,Distrito:3,,NO,MORENA
rlrv_chiapas,roqueluisrabelovelasco_chiapas,Roque Luis Rabelo Velasco,Mayoria Relativa,1944-08-12,Chiapas,Distrito:4,Mayoría relativa,SI,MORENA
rvc_veracruz,rosalbavalenciacruz_veracruz,Rosalba Valencia Cruz,Representacion proporcional,1965-07-25,Veracruz,Circunscripcion:3,Representación proporcional,SI,MORENA
rdf_oaxaca,rosalindadominguezflores_oaxaca,Rosalinda Dominguez Flores,Mayoria Relativa,1970-09-06,Oaxaca,Distrito:7,Mayoría relativa,SI,MORENA
rcg_guerrero,rubencayetanogarcia_guerrero,Ruben Cayetano Garcia,Mayoria Relativa,1969-08-10,Guerrero,Distrito:8,,NO,MORENA
rimv_coahuila,rubenignaciomoreiravaldez_coahuila,Ruben Ignacio Moreira Valdez,Representacion proporcional,1963-04-18,Coahuila,Circunscripcion:2,Representación proporcional,SI,PRI
rta_tlaxcala,rubenteranaguila_tlaxcala,Ruben Teran Aguila,Mayoria Relativa,1981-08-09,Tlaxcala,Distrito:2,Mayoría relativa,SI,MORENA
rsr_mexico,ruthsalinasreyes_mexico,Ruth Salinas Reyes,Representacion proporcional,1985-02-19,Mexico,Circunscripcion:5,Representación proporcional,SI,MC
scm_morelos,samuelcalderonmedina_morelos,Samuel Calderon Medina,Representacion proporcional,1951-12-27,Morelos,Circunscripcion:4,Representación proporcional,SI,PES
shc_zacatecas,samuelherrerachavez_zacatecas,Samuel Herrera Chavez,Mayoria Relativa,1954-09-17,Zacatecas,Distrito:4,Mayoría relativa,SI,MORENA
