inic_edo,nom_edo,nombre,tipo_elec,FechaNacimiento,suplente,edo,ent
hsc_ciudad de mexico,hectorserranocortes_ciudad de mexico,Dip. Hector Serrano Cortes,Representacion proporcional,1962-04-22,Lauro Antonio Martinez Salas,Ciudad de Mexico,Circunscripcion:4
jmr_ciudad de mexico,julietamaciasrabago_ciudad de mexico,Dip. Julieta Macias Rabago,Representacion proporcional,1971-10-05,Mariana Ivonne Breton Hernandez,Ciudad de Mexico,Circunscripcion:4
matg_ciudad de mexico,mauricioalonsotoledogutierrez_ciudad de mexico,Dip. Mauricio Alonso Toledo Gutierrez,Representacion proporcional,1980-06-19,Benito Ocampo Olivares,Ciudad de Mexico,Circunscripcion:4
lerm_ciudad de mexico,luzestefaniarosasmartinez_ciudad de mexico,Dip. Luz Estefania Rosas Martinez,Representacion proporcional,1995-08-22,Gabriela Scarlett Perez Perez,Ciudad de Mexico,Circunscripcion:4
mtm_ciudad de mexico,marthataglemartinez_ciudad de mexico,Dip. Martha Tagle Martinez,Representacion proporcional,1973-11-26,Lucia Alejandra Puente Garcia,Ciudad de Mexico,Circunscripcion:4
lmg_ciudad de mexico,lauramartinezgonzalez_ciudad de mexico,Dip. Laura Martinez Gonzalez,Representacion proporcional,1970-01-15,Maria Hilda Penaloza Martinez,Ciudad de Mexico,Circunscripcion:4
mlsp_puebla,marialucerosaldanaperez_puebla,Dip. Maria Lucero Saldana Perez,Representacion proporcional,1957-01-18,Iris Orihuela Perez,Puebla,Circunscripcion:4
fgf_ciudad de mexico,fernandogalindofavela_ciudad de mexico,Dip. Fernando Galindo Favela,Representacion proporcional,1978-05-06,Luis Madrazo Lajous,Ciudad de Mexico,Circunscripcion:4
cilc_ciudad de mexico,cynthiailianalopezcastro_ciudad de mexico,Dip. Cynthia Iliana Lopez Castro,Representacion proporcional,1987-02-18,Jessica Camarero Morales,Ciudad de Mexico,Circunscripcion:4
rjc_guerrero,renejuarezcisneros_guerrero,Dip. Rene Juarez Cisneros,Representacion proporcional,1956-06-08,Paul Ospital Carrera,Guerrero,Circunscripcion:4
cpb_ciudad de mexico,claudiapastorbadilla_ciudad de mexico,Dip. Claudia Pastor Badilla,Representacion proporcional,1970-12-01,Myrna Yvet Torres Camacho,Ciudad de Mexico,Circunscripcion:4
lelcm_puebla,luiseleusisleonidascordovamoran_puebla,Dip. Luis Eleusis Leonidas Cordova Moran,Representacion proporcional,1949-09-26,Eduardo Zarate Salgado,Puebla,Circunscripcion:4
aeyv_ciudad de mexico,arturoescobaryvega_ciudad de mexico,Dip. Arturo Escobar y Vega,Representacion proporcional,1970-04-23,Omar Sesai Jimenez Santos,Ciudad de Mexico,Circunscripcion:4
nafc_ciudad de mexico,nayeliarlenfernandezcruz_ciudad de mexico,Dip. Nayeli Arlen Fernandez Cruz,Representacion proporcional,1984-01-16,Veronica Guadalupe Brunt Gonzalez,Ciudad de Mexico,Circunscripcion:4
mblc_ciudad de mexico,mariabeatrizlopezchavez_ciudad de mexico,Dip. Maria Beatriz Lopez Chavez,Representacion proporcional,1973-08-18,Mercedes Sanchez Garcia,Ciudad de Mexico,Circunscripcion:4
scm_morelos,samuelcalderonmedina_morelos,Dip. Samuel Calderon Medina,Representacion proporcional,1951-12-27,Amando Embarcadero Perez,Morelos,Circunscripcion:4
rdpvm_ciudad de mexico,rociodelpilarvillarauzmartinez_ciudad de mexico,Dip. Rocio del Pilar Villarauz Martinez,Representacion proporcional,1977-12-12,--- --- ---,Ciudad de Mexico,Circunscripcion:4
dbr_puebla,davidbautistarivera_puebla,Dip. David Bautista Rivera,Representacion proporcional,1981-03-27,Benjamin Garcia Vazquez,Puebla,Circunscripcion:4
bel_morelos,brendaespinozalopez_morelos,Dip. Brenda Espinoza Lopez,Representacion proporcional,1988-06-19,Rocio Carolina Pozos Ponce,Morelos,Circunscripcion:4
mimv_puebla,moisesignaciomiervelazco_puebla,Dip. Moises Ignacio Mier Velazco,Representacion proporcional,1961-01-04,Jose Alfonso Suarez Del Real  Y Aguilera,Puebla,Circunscripcion:4
lda_ciudad de mexico,leticiadiazaguilar_ciudad de mexico,Dip. Leticia Diaz Aguilar,Representacion proporcional,1964-03-20,Ana Lilia Flores Galindo,Ciudad de Mexico,Circunscripcion:4
lepc_ciudad de mexico,lucioernestopalacioscordero_ciudad de mexico,Dip. Lucio Ernesto Palacios Cordero,Representacion proporcional,1977-07-07,Jose Alejandro Esquivel Diaz,Ciudad de Mexico,Circunscripcion:4
gcb_ciudad de mexico,gabrielacuevasbarron_ciudad de mexico,Dip. Gabriela Cuevas Barron,Representacion proporcional,1979-04-03,Brenda Estefan Martinez,Ciudad de Mexico,Circunscripcion:4
ldjj_ciudad de mexico,luciodejesusjimenez_ciudad de mexico,Dip. Lucio De Jesus Jimenez,Representacion proporcional,1970-12-15,Juan Manuel Hernandez Cruz,Ciudad de Mexico,Circunscripcion:4
sbcs_puebla,susanabeatrizcuaxiloaserrano_puebla,Dip. Susana Beatriz Cuaxiloa Serrano,Representacion proporcional,1952-01-19,Maria Esther Gonzalez Avendano,Puebla,Circunscripcion:4
pml_ciudad de mexico,porfiriomunozledo_ciudad de mexico,Dip. Porfirio Munoz Ledo,Representacion proporcional,1933-07-23,Jose Agustin Ortiz Pinchetti,Ciudad de Mexico,Circunscripcion:4
irm_guerrero,idaliareyesmiguel_guerrero,Dip. Idalia Reyes Miguel,Representacion proporcional,1976-08-15,Nachelli Soria Morales,Guerrero,Circunscripcion:4
mhm_guerrero,manuelhuertamartinez_guerrero,Dip. Manuel Huerta Martinez,Representacion proporcional,1963-12-02,Vicente Paul Espinosa Guadarrama,Guerrero,Circunscripcion:4
apb_ciudad de mexico,adelapinabernal_ciudad de mexico,Dip. Adela Pina Bernal,Representacion proporcional,1964-12-28,Esther Giles Morales,Ciudad de Mexico,Circunscripcion:4
mac_ciudad de mexico,maximinoalejandrocandelaria_ciudad de mexico,Dip. Maximino Alejandro Candelaria,Representacion proporcional,1977-01-08,Luis Alfredo Ortiz Pantoja,Ciudad de Mexico,Circunscripcion:4
lfo_ciudad de mexico,luciafloresolivo_ciudad de mexico,Dip. Lucia Flores Olivo,Representacion proporcional,1965-04-09,Gisela Barrera Badillo,Ciudad de Mexico,Circunscripcion:4
arhg_puebla,agustinreynaldohuertagonzalez_puebla,Dip. Agustin Reynaldo Huerta Gonzalez,Representacion proporcional,1962-05-07,Juan Pablo Gonzalez Lima,Puebla,Circunscripcion:4
sgu_tlaxcala,silvanogarayulloa_tlaxcala,Dip. Silvano Garay Ulloa,Representacion proporcional,1959-02-10,--- --- ---,Tlaxcala,Circunscripcion:4
iarr_mexico,ivanarturorodriguezrivera_mexico,Dip. Ivan Arturo Rodriguez Rivera (LICENCIA),Representacion proporcional,1974-05-02,Mario Manuel Sanchez Villafuerte(en funciones),Mexico,Circunscripcion:5
larh_mexico,lauraangelicarojashernandez_mexico,Dip. Laura Angelica Rojas Hernandez,Representacion proporcional,1975-12-26,Beatriz Balanzar Sanchez,Mexico,Circunscripcion:5
jlpr_colima,jorgeluispreciadorodriguez_colima,Dip. Jorge Luis Preciado Rodriguez,Representacion proporcional,1972-08-09,Oscar Carlos Zurroza Barrera,Colima,Circunscripcion:5
mlsm_colima,marialiduvinasandovalmendoza_colima,Dip. Maria Liduvina Sandoval Mendoza,Representacion proporcional,1976-01-24,Elena Gabriela Ocon Corona,Colima,Circunscripcion:5
atr_michoacan,adolfotorresramirez_michoacan,Dip. Adolfo Torres Ramirez,Representacion proporcional,1980-11-18,Armando Aviles Garcia,Michoacan,Circunscripcion:5
grl_hidalgo,gloriaromeroleon_hidalgo,Dip. Gloria Romero Leon,Representacion proporcional,1964-01-25,Gloria Isabel Vite Cruz,Hidalgo,Circunscripcion:5
ctp_michoacan,carlostorrespina_michoacan,Dip. Carlos Torres Pina,Representacion proporcional,1979-03-01,Alejandro Mendoza Olvera,Michoacan,Circunscripcion:5
mbr_mexico,monicabautistarodriguez_mexico,Dip. Monica Bautista Rodriguez,Representacion proporcional,1976-02-13,Maria Isabel Monroy Garcia,Mexico,Circunscripcion:5
jsn_mexico,javiersalinasnarvaez_mexico,Dip. Javier Salinas Narvaez,Representacion proporcional,1965-11-22,Efrain Garcia Becerra,Mexico,Circunscripcion:5
jdca_mexico,jacobodavidchejaalfaro_mexico,Dip. Jacobo David Cheja Alfaro,Representacion proporcional,1965-10-08,Erick Jair Miranda Hernandez,Mexico,Circunscripcion:5
rsr_mexico,ruthsalinasreyes_mexico,Dip. Ruth Salinas Reyes,Representacion proporcional,1985-02-19,Miriam Alejandra Cedillo Conde,Mexico,Circunscripcion:5
eor_michoacan,enriqueochoareza_michoacan,Dip. Enrique Ochoa Reza,Representacion proporcional,1972-09-01,Fernando Elias Calles Alvarez,Michoacan,Circunscripcion:5
alha_mexico,analiliaherreraanzaldo_mexico,Dip. Ana Lilia Herrera Anzaldo,Representacion proporcional,1971-08-29,Laura Isabel Hernandez Pichardo,Mexico,Circunscripcion:5
lemn_mexico,luisenriquemirandanava_mexico,Dip. Luis Enrique Miranda Nava,Representacion proporcional,1965-02-04,Paulo Cesar Juarez Segura,Mexico,Circunscripcion:5
mgvg_mexico,marcelaguillerminavelascogonzalez_mexico,Dip. Marcela Guillermina Velasco Gonzalez,Representacion proporcional,1952-06-25,Ma. Dina Herrera Soto,Mexico,Circunscripcion:5
baap_mexico,brasilalbertoacostapena_mexico,Dip. Brasil Alberto Acosta Pena,Representacion proporcional,1970-06-21,Santiago Alberto Ruiz Francisco,Mexico,Circunscripcion:5
xpdlm_colima,ximenapuentedelamora_colima,Dip. Ximena Puente De La Mora,Representacion proporcional,1977-03-12,Viviana Cristal Mondragon Lazo,Colima,Circunscripcion:5
ejna_mexico,ernestojaviernemeralvarez_mexico,Dip. Ernesto Javier Nemer Alvarez (LICENCIA),Representacion proporcional,1961-07-17,Oscar Jimenez Rayon(en funciones),Mexico,Circunscripcion:5
lbf_mexico,laurabarrerafortoul_mexico,Dip. Laura Barrera Fortoul,Representacion proporcional,1976-05-10,Brenda Liz Palomares Mendez,Mexico,Circunscripcion:5
avv_mexico,alejandroviedmavelazquez_mexico,Dip. Alejandro Viedma Velazquez,Representacion proporcional,1991-11-11,Emilio Acosta Martinez,Mexico,Circunscripcion:5
lmgo_mexico,leticiamarianagomezordaz_mexico,Dip. Leticia Mariana Gomez Ordaz,Representacion proporcional,1983-03-06,Martha Ramirez Bravo,Mexico,Circunscripcion:5
jsan_mexico,jesussergioalcantaranunez_mexico,Dip. Jesus Sergio Alcantara Nunez,Representacion proporcional,1965-06-21,Fernando Danel Villareal,Mexico,Circunscripcion:5
sbj_mexico,socorrobahenajimenez_mexico,Dip. Socorro Bahena Jimenez,Representacion proporcional,1988-08-10,Eugenia Flores Fuentes,Mexico,Circunscripcion:5
pdas_mexico,pedrodanielabasolosanchez_mexico,Dip. Pedro Daniel Abasolo Sanchez,Representacion proporcional,1991-02-03,Carlos Alejandro Mendoza Alvarez,Mexico,Circunscripcion:5
rcao_michoacan,reynacelesteascencioortega_michoacan,Dip. Reyna Celeste Ascencio Ortega,Representacion proporcional,1993-01-05,Carolina Rangel Gracida,Michoacan,Circunscripcion:5
hmm_michoacan,hirepanmayamartinez_michoacan,Dip. Hirepan Maya Martinez,Representacion proporcional,1977-12-02,Miguel Angel Sandoval Rodriguez,Michoacan,Circunscripcion:5
scg_mexico,susanacanogonzalez_mexico,Dip. Susana Cano Gonzalez,Representacion proporcional,1949-06-02,Maria Guadalupe Roldan Gonzalez,Mexico,Circunscripcion:5
hdo_mexico,horacioduarteolivares_mexico,Dip. Horacio Duarte Olivares (LICENCIA),Representacion proporcional,1971-11-05,Sergio Carlos Gutierrez Luna(en funciones),Mexico,Circunscripcion:5
jcl_mexico,juanacarrilloluna_mexico,Dip. Juana Carrillo Luna,Representacion proporcional,1963-06-24,Talia Del Carmen Vazquez Alatorre,Mexico,Circunscripcion:5
sph_mexico,sergioperezhernandez_mexico,Dip. Sergio Perez Hernandez,Representacion proporcional,1977-10-08,Ventura Garcia Hernandez,Mexico,Circunscripcion:5
mmsb_hidalgo,mariamarivelsolisbarrera_hidalgo,Dip. Maria Marivel Solis Barrera,Representacion proporcional,1959-01-03,--- --- ---,Hidalgo,Circunscripcion:5
magr_mexico,marcoantoniogonzalezreyes_mexico,Dip. Marco Antonio Gonzalez Reyes,Representacion proporcional,1980-11-07,Raul Diaz Jimenez,Mexico,Circunscripcion:5
jgz_michoacan,julietagarciazepeda_michoacan,Dip. Julieta Garcia Zepeda (LICENCIA),Representacion proporcional,1965-03-20,Isaina Sarahi Renteria Infante(en funciones),Michoacan,Circunscripcion:5
hrrl_hidalgo,hugorafaelruizlustre_hidalgo,Dip. Hugo Rafael Ruiz Lustre,Representacion proporcional,1965-08-22,Alejandro Canek Vazquez Gongora,Hidalgo,Circunscripcion:5
mgeco_mexico,mariaguadalupeedithcastanedaortiz_mexico,Dip. Maria Guadalupe Edith Castaneda Ortiz,Representacion proporcional,1965-12-12,Viridiana Rojas Portuguez,Mexico,Circunscripcion:5
fjrn_mexico,franciscojavierramireznavarrete_mexico,Dip. Francisco Javier Ramirez Navarrete,Representacion proporcional,1988-01-03,Isaias Gomez Vences,Mexico,Circunscripcion:5
mcp_michoacan,mariachavezperez_michoacan,Dip. Maria Chavez Perez,Representacion proporcional,1963-08-15,Ana Santillan Mendez,Michoacan,Circunscripcion:5
agr_michoacan,agustingarciarubio_michoacan,Dip. Agustin Garcia Rubio,Representacion proporcional,1973-06-05,Gustavo Arciga Torres,Michoacan,Circunscripcion:5
emmt_mexico,edithmarisolmercadotorres_mexico,Dip. Edith Marisol Mercado Torres,Representacion proporcional,1986-09-15,Yuridia Elizabeth Castillo Correa,Mexico,Circunscripcion:5
rsf_michoacan,reginaldosandovalflores_michoacan,Dip. Reginaldo Sandoval Flores,Representacion proporcional,1967-05-14,--- --- ---,Michoacan,Circunscripcion:5
